source_queue	volume	page	line	token_index	source_token	proposed_canon	work_title	intro_line_ref	status	context_excerpt	suggested_action
corrected_text_scan	wts_9_m	31	84		ins	Ins	Inscription sources	abbr_lit_2	active	"ins Ohr]"" (Hipp 225,6)."	siglum_policy_review
corrected_text_scan	wts_9_m	33	68		gzi	gZi	gZi siglum	abbr_lit_4	active	gros bzi (r. gzi) chen mtsho mo la / ma paṅ	siglum_policy_review
corrected_text_scan	wts_9_m	96	57		rol	Rol	Rol siglum	abbr_lit_4	active	"par rol pa ""VPhags-pa 'Jig-rten dban-phyug,"	siglum_policy_review
corrected_text_scan	wts_9_m	115	23		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	"gs bsgribs (metr.) ""in des Himmels Unbe-"	siglum_policy_review
corrected_text_scan	wts_9_m	123	49		ins	Ins	Inscription sources	abbr_lit_2	active	"sechs Dialektikern, ins Verderben gestürzt"""	siglum_policy_review
corrected_text_scan	wts_9_m	147	64		rol	Rol	Rol siglum	abbr_lit_4	active	"rol phyin ba 'di (metr.) ""wenn sie ohne die"	siglum_policy_review
corrected_text_scan	wts_9_m	160	20		rol	Rol	Rol siglum	abbr_lit_4	active	dan smigrgyu dan $,07/// ma'i pha rol tu phyin	siglum_policy_review
corrected_text_scan	wts_9_m	178	45		rol	Rol	Rol siglum	abbr_lit_4	active	5020, Abt. rol moi cha byad kyi min).	siglum_policy_review
corrected_text_scan	wts_9_m	185	75		rol	Rol	Rol siglum	abbr_lit_4	active	"wurden"" (1SK 1: 215,3,4); phyi rol — pa"	siglum_policy_review
corrected_text_scan	wts_9_m	186	8		rol	Rol	Rol siglum	abbr_lit_4	active	56,3); phyi rol — pa la gnas skabs kyi bde ba	siglum_policy_review
corrected_text_scan	wts_9_m	187	28		rol	Rol	Rol siglum	abbr_lit_4	active	Inps can zphyi rol pa'i rtags can lta bu (brDa);	siglum_policy_review
corrected_text_scan	wts_9_m	188	5		rol	Rol	Rol siglum	abbr_lit_4	active	"usw."" (brDa); phyi rol pa äig ste bye brag pa"	siglum_policy_review
corrected_text_scan	wts_9_m	205	3		ins	Ins	Inscription sources	abbr_lit_2	active	"gestattet sind, ins Feuer springen"" (Vdk-M"	siglum_policy_review
corrected_text_scan	wts_9_m	205	43		ins	Ins	Inscription sources	abbr_lit_2	active	"Zugs ""ins Feuer gehen"" (116 40,15); —s mi"	siglum_policy_review
corrected_text_scan	wts_9_m	205	63		Viś	Vis	Vis source	abbr_lit_2	active	"brannt"" (Viś 19a); dod chags dan / Ze sdani"	siglum_policy_review
corrected_text_scan	wts_9_m	208	40		ins	Ins	Inscription sources	abbr_lit_2	active	"tativ ins Feuerelement versenken"" (Anav I:"	siglum_policy_review
corrected_text_scan	wts_9_m	235	40		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. chad par lta ba spyi dan phyi rol pa'i	siglum_policy_review
corrected_text_scan	wts_9_m	235	76		Viś	Vis	Vis source	abbr_lit_2	active	"der Mond unweigerlich verschluckt"" (Viś"	siglum_policy_review
corrected_text_scan	wts_9_m	246	28		ins	Ins	Inscription sources	abbr_lit_2	active	"ins Tibetische übersetzt"" (MigTo 309,25)."	siglum_policy_review
corrected_text_scan	wts_9_m	247	92		ins	Ins	Inscription sources	abbr_lit_2	active	"Schwein-Jahr ging er ins Nirvāṇa ein"" (KTh"	siglum_policy_review
corrected_text_scan	wts_9_m	253	21		gzi	gZi	gZi siglum	abbr_lit_4	active	TAX ༠༩ po ri npr. Lokalgottheit (gzi	siglum_policy_review
corrected_text_scan	wts_9_m	253	40		gzi	gZi	gZi siglum	abbr_lit_4	active	Lex. mogpor byed, mogmogpa = gzi byin med	siglum_policy_review
corrected_text_scan	wts_9_m	262	74		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	Lex. — pa = bka' mol gnani ba'am gs wos	siglum_policy_review
corrected_text_scan	wts_9_m	267	38		ins	Ins	Inscription sources	abbr_lit_2	active	"ins Nirvāṇa zu verkünden"" (Liyl 173a7);"	siglum_policy_review
corrected_text_scan	wts_9_m	267	56		ins	Ins	Inscription sources	abbr_lit_2	active	"""[die Bitte,] nicht ins Nirvāṇa einzugehen,"	siglum_policy_review
corrected_text_scan	wts_9_m	267	60		ins	Ins	Inscription sources	abbr_lit_2	active	"ging er ins Nirvāṇa ein"" (KTh 1: 387,5)."	siglum_policy_review
corrected_text_scan	wts_9_m	267	82		ins	Ins	Inscription sources	abbr_lit_2	active	"er selbst ins Nirvāṇa eingegangen ist"" (Rgs"	siglum_policy_review
corrected_text_scan	wts_9_m	268	21		ins	Ins	Inscription sources	abbr_lit_2	active	mens Siddhārtha, der ins Nirvāṇa eingegan-	siglum_policy_review
corrected_text_scan	wts_9_m	268	50		ins	Ins	Inscription sources	abbr_lit_2	active	"rer ins Nirvāṇa eingegangen ist"" (Nel 252);"	siglum_policy_review
corrected_text_scan	wts_9_m	268	51		rol	Rol	Rol siglum	abbr_lit_4	active	tshu rol gi 'gram 'jig(s} tsbogs nas pha rol	siglum_policy_review
corrected_text_scan	wts_9_m	268	51		rol	Rol	Rol siglum	abbr_lit_4	active	tshu rol gi 'gram 'jig(s} tsbogs nas pha rol	siglum_policy_review
corrected_text_scan	wts_9_m	268	57		ins	Ins	Inscription sources	abbr_lit_2	active	"nats ging er ins Nirvāṇa cin"" (Debm 3667);"	siglum_policy_review
corrected_text_scan	wts_9_m	268	60		ins	Ins	Inscription sources	abbr_lit_2	active	vergangen, seit der Buddha ins Nirvarn ein-	siglum_policy_review
corrected_text_scan	wts_9_m	287	15		rol	Rol	Rol siglum	abbr_lit_4	active	"zung kam"" (Tär 185,21); pha rol rgyal sogs"	siglum_policy_review
corrected_text_scan	wts_9_m	293	62		rol	Rol	Rol siglum	abbr_lit_4	active	"(Dagy); pha rol gi — = paracakram ""Fein-"	siglum_policy_review
corrected_text_scan	wts_9_m	294	19		rol	Rol	Rol siglum	abbr_lit_4	active	"rückzutreiben"" (Tär 115,2); pha rol pi — cin"	siglum_policy_review
corrected_text_scan	wts_9_m	294	41		rol	Rol	Rol siglum	abbr_lit_4	active	"Lex. g.yul log ni pha rol gi dgra'i — ""gyul"	siglum_policy_review
corrected_text_scan	wts_9_m	317	71		LIS	Liś	Li shi source siglum	abbr_lit_3	active	AA_LIS_LY )- /...- .	siglum_policy_review
corrected_text_scan	wts_9_m	319	30		ins	Ins	Inscription sources	abbr_lit_2	active	"Götter ins Auge"" (gZi-Sn 46,33); bar du rme"	siglum_policy_review
corrected_text_scan	wts_9_m	357	26		rol	Rol	Rol siglum	abbr_lit_4	active	ni / chi bdag pha rol gnon mthon ste (metr.)	siglum_policy_review
corrected_text_scan	wts_9_m	359	13		rol	Rol	Rol siglum	abbr_lit_4	active	"lex. sman lhag rol mmams 709 sa ""der Ort,"	siglum_policy_review
corrected_text_scan	wts_9_m	368	18		MS$	MSś			unknown	(MS$ 37,19); seyn ma — dari ni chu yi zla ba	siglum_policy_review
corrected_text_scan	wts_9_m	380	90		rol	Rol	Rol siglum	abbr_lit_4	active	mchog la dmigs nas — pha rol phyin (metr.)	siglum_policy_review
corrected_text_scan	wts_9_m	380	93		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. — gi pha rol tu phyin pa = pramidhā-	siglum_policy_review
corrected_text_scan	wts_9_m	390	39		rol	Rol	Rol siglum	abbr_lit_4	active	"aus"" (Vis 23b); gari dag pha rol tu phyin pa"	siglum_policy_review
corrected_text_scan	wts_9_m	390	44		ins	Ins	Inscription sources	abbr_lit_2	active	"Wort aus, das eines ins andere verdreht"""	siglum_policy_review
corrected_text_scan	wts_9_m	393	58		ins	Ins	Inscription sources	abbr_lit_2	active	"zehn [Irrlehrern,] ins Verderben gestürzt"""	siglum_policy_review
corrected_text_scan	wts_9_m	398	30		ins	Ins	Inscription sources	abbr_lit_2	active	"mchon (metr.) ""wer würde ins Feuer sprin-"	siglum_policy_review
alternate_witness_unresolved	wts_9_m	52	35	3	VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"vorgebracht habe"" (VisT' 112,20); rnam par"	siglum_policy_review
alternate_witness_unresolved	wts_9_m	52	35	3	VisṬ	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"vorgebracht habe"" (VisT' 112,20); rnam par"	siglum_policy_review
alternate_witness_unresolved	wts_9_m	198	26	8	VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"stalt von sattva, rajas und tamas hat"" (VisT"	siglum_policy_review
alternate_witness_unresolved	wts_9_m	198	26	8	VisṬ	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"stalt von sattva, rajas und tamas hat"" (VisT"	siglum_policy_review
alternate_witness_unresolved	wts_9_m	229	51	6	Bu-$z	Bu-śz	bStan pa rdzon chos kyi blo gros	abbr_lit_3	active	"zerfallen und war nicht mehr"" (Bu-$z 65,2);"	siglum_policy_review
alternate_witness_unresolved	wts_9_m	229	51	6	Bu-Sz	Bu-śz	bStan pa rdzon chos kyi blo gros	abbr_lit_3	active	"zerfallen und war nicht mehr"" (Bu-$z 65,2);"	siglum_policy_review
alternate_witness_unresolved	wts_9_m	229	61	3	b$ad	bśad			unknown	"phyir ma b$ad do ""da keine Notwendigkeit"	siglum_policy_review
alternate_witness_unresolved	wts_9_m	233	40	3	Vi$T	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"fehlerlos war"" (Vi$T 78,15); phan — grien ni"	siglum_policy_review
alternate_witness_unresolved	wts_9_m	233	40	3	VisṬ	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"fehlerlos war"" (Vi$T 78,15); phan — grien ni"	siglum_policy_review
alternate_witness_unresolved	wts_9_m	362	61	6	As$vins	Asśvins			unknown	Ärzte der Götter, die beiden As$vins her-	siglum_policy_review
alternate_witness_unresolved	wts_9_m	362	62	2	ViST	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	"bei"" (ViST 226,36); gso dpyad mi ses pa /"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	7	49	1	GS-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	(GS-H 6la); rin chen sgron — mams kyani	siglum_policy_review
alternate_witness_adoptions	wts_9_m	10	80	3	L$dz	Lśdz	Li shi gur khang / Lśdz family	abbr_lit_3	active	"Gelübde nicht"" (L$dz 150,1); Iha khani yon"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	12	14	4	ISK	1SK	Sa skya pa chen po Kun dga' sñiṅ po	abbr_lit_3	active	"stung der Gottheit!"" (ISK 1: 214,4,4); ña dge"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	12	58	1	L$dz-K	Lśdz-K	Lśdz-K variant	abbr_lit_3	active	"(L$dz-K 320,11); de 'dra — byeidl ""tu so etwas"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	14	43	4	L$dz	Lśdz	Li shi gur khang / Lśdz family	abbr_lit_3	active	"Mittel und Weisheit"" (L$dz 84,6); 'bum pa"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	20	51	3	L$dz-K	Lśdz-K	Lśdz-K variant	abbr_lit_3	active	"ren Kinder"" (L$dz-K 243,15)."	siglum_policy_review
alternate_witness_adoptions	wts_9_m	58	46	3	gZ1	gZi	gZi siglum	abbr_lit_4	active	"andere Lasttiere"" (gZ1 3: 762,2)."	siglum_policy_review
alternate_witness_adoptions	wts_9_m	59	40	3	P$	Ps	Peking source	abbr_lit_2	active	"viel Sinn"" (P$ 3a); nad — ba (metr.) ""die-"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	71	37	2	L5dz-K	Lśdz-K	Lśdz-K variant	abbr_lit_3	active	"Grundlagen"" (L5dz-K 305,22); — gi bdud"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	72	20	6	Lsdz-K	Lśdz-K	Lśdz-K variant	abbr_lit_3	active	"lieferung von Ohr zu Ohr"" (Lsdz-K 320,11)."	siglum_policy_review
alternate_witness_adoptions	wts_9_m	102	74	5	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"mi Zum ""unerschrocken, kühn"" (Lis 16,3)."	siglum_policy_review
alternate_witness_adoptions	wts_9_m	121	6	8	Li$	Liś	Li shi source siglum	abbr_lit_3	active	Lex. mi nas ni — dam rim nad (Li$ 24,9).	siglum_policy_review
alternate_witness_adoptions	wts_9_m	133	69	3	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"lich, unangenehm"" (Lis 17,11); — gze = drag"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	136	33	4	gZ1	gZi	gZi siglum	abbr_lit_4	active	"des] Land gereist"" (gZ1 4: 475,4); bar — rgya"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	143	85	5	G$-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	"se Diener, ungezähmte Pferde"" (G$-H 58);"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	169	26	3	Inl2	In12	In12 siglum	abbr_lit_4	active	"hohen Minister"" (Inl2 N5); bod chen po';"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	169	61	3	L$dz	Lśdz	Li shi gur khang / Lśdz family	abbr_lit_3	active	"Geschwister geboren"" (L$dz 26,5)."	siglum_policy_review
alternate_witness_adoptions	wts_9_m	173	14	5	G$-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	"schlechten Menschen zusanimen ist"" (G$-H"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	173	61	2	L$dz-K	Lśdz-K	Lśdz-K variant	abbr_lit_3	active	"ferungen"" (L$dz-K 231,34); dgoris pa thun"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	178	14	2	Lis	Liś	Li shi source siglum	abbr_lit_3	active	thug (Lis 12,10, KlonD 725,3); -r thugpa =	siglum_policy_review
alternate_witness_adoptions	wts_9_m	178	70	3	gZ1	gZi	gZi siglum	abbr_lit_4	active	"tiere entfernt"" (gZ1 2: 206,3)."	siglum_policy_review
alternate_witness_adoptions	wts_9_m	200	16	3	Lsdz	Lśdz	Li shi gur khang / Lśdz family	abbr_lit_3	active	"le Pfade"" (Lsdz 17,6)."	siglum_policy_review
alternate_witness_adoptions	wts_9_m	200	76	2	Inl2	In12	In12 siglum	abbr_lit_4	active	"nommen"" (Inl2 E24); [b]tsan mo mun chah"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	208	18	7	Li$	Liś	Li shi source siglum	abbr_lit_3	active	"che: mag tshan oder me khan"" (Li$ 21,8);"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	211	27	2	GS-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	"blumen"" (GS-H 163); saris rgyas gser thub"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	211	57	3	Lsdz	Lśdz	Li shi gur khang / Lśdz family	abbr_lit_3	active	"de auf"" (Lsdz 134,3)."	siglum_policy_review
alternate_witness_adoptions	wts_9_m	231	10	2	gZ1	gZi	gZi siglum	abbr_lit_4	active	"meRlich"" (gZ1 3: 700,6); bzod — kyi bde ba"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	233	9	3	Gs-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	"nicht wohl"" (Gs-H 48)."	siglum_policy_review
alternate_witness_adoptions	wts_9_m	233	41	7	Gs-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	"(metr.) ""ein Freund, der nicht hilft"" (Gs-H"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	234	13	2	Vi$	Vis	Vis source	abbr_lit_2	active	"könnte"" (Vi$ 46d); de la rtogs par byed pa"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	254	28	7	Li$	Liś	Li shi source siglum	abbr_lit_3	active	351); mon brtul ni blun po (Li$ 17,1); rmons	siglum_policy_review
alternate_witness_adoptions	wts_9_m	262	64	2	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"tung"" (Lis 9,5); gun glens boyis pa / gros"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	268	2	3	Vi$	Vis	Vis source	abbr_lit_2	active	"gendwohin gegangen"" (Vi$ 28c); mya ran las"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	276	35	1	PS	Ps	Peking source	abbr_lit_2	active	"(PS 61d); — Jig par rig par bya (metr.) ""man"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	297	7	1	GS-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	"(GS-H 61b); dman gyi ma bu imani pa ""wie"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	306	66	3	gZ1	gZi	gZi siglum	abbr_lit_4	active	"Besitz verlorengegangen?"" (gZ1 2: 103,1); Ze"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	313	8	2	Lis	Liś	Li shi source siglum	abbr_lit_3	active	khrid (Lis 21,1); lors ba 'khrid mkhan (brDa,	siglum_policy_review
alternate_witness_adoptions	wts_9_m	314	46	7	g7i	gZi	gZi siglum	abbr_lit_4	active	"der dMu vor seinem Lehrer nieder"" (g7i"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	315	5	7	Lsdz	Lśdz	Li shi gur khang / Lśdz family	abbr_lit_3	active	"Leichnam [des Königs] auf der Erde"" (Lsdz"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	318	6	4	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"""Amus pa: erschöpft"" (Lis 29,13); rimus pa"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	326	77	3	Lsdz-K	Lśdz-K	Lśdz-K variant	abbr_lit_3	active	"Texte] hervor"" (Lsdz-K 334,3); rma spom"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	327	33	6	Pś	Ps	Peking source	abbr_lit_2	active	"kes Gift zu sich nimmt"" (Pś 21d); ~ so"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	328	22	7	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"mtha'i can und mdons thal can"" (Lis 40,5);"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	334	78	6	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"ni yiams pa ""verwundet, verletzt"" (Lis 14,15);"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	341	80	6	Lis	Liś	Li shi source siglum	abbr_lit_3	active	(Dagy); — du ni gsol du (Lis 23,2); — pa	siglum_policy_review
alternate_witness_adoptions	wts_9_m	341	81	6	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"ni gsol ba ""bitten, fragen"" (Lis 13,12); — pa"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	344	14	4	gZ1	gZi	gZi siglum	abbr_lit_4	active	"Helm zum Wohlergehen"" (gZ1 2: 69,6)."	siglum_policy_review
alternate_witness_adoptions	wts_9_m	344	75	5	Viś	Vis	Vis source	abbr_lit_2	active	"chen Dingen verblendet worden"" (Viś 310);"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	357	59	3	GS-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	"Lehre' anwendet"" (GS-H 103b); serns bskyed"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	362	65	6	GS-H	Gś-H	rGyud sde kun btus (Derge/H) variant	abbr_lit_1	active	"gen Arzt soll man aufgeben"" (GS-H 50d);"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	389	35	1	gZ1	gZi	gZi siglum	abbr_lit_4	active	(gZ1 4: 222,5).	siglum_policy_review
alternate_witness_adoptions	wts_9_m	398	32	5	P$	Ps	Peking source	abbr_lit_2	active	"gut, es ist gut!"" (P$ 57c); Iba mans thams"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	400	7	2	Lis	Liś	Li shi source siglum	abbr_lit_3	active	"dungsstück"" (Lis 29,14); gos tsbos ma / nur —"	siglum_policy_review
alternate_witness_adoptions	wts_9_m	400	14	4	LiS	Liś	Li shi source siglum	abbr_lit_3	active	par smra ba (LiS 6,9); — ba = rum par smva ba	siglum_policy_review
alternate_witness_adoptions	wts_9_m	400	29	6	Lis	Liś	Li shi source siglum	abbr_lit_3	active	(brDa); — Zes pa nisdug bsnal (Lis 30,4); —	siglum_policy_review
